"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"320","Programa KUYTSA-Power","El programa KUYTSA-Power busca el empoderamiento de adolescentes, hombres y mujeres jóvenes indígenas a través la educación y el uso de las nuevas tecnologías. Teniendo como misión ayudar a los adolescentes y jóvenes indígenas a alcanzar sus metas profesionales y de negocios proveyéndoles de capacitaciones y mentorías.","La iniciativa busca fortalecer la participación inclusiva de la juventud indígena en la gobernabilidad y la democracia, impulsar el empoderamiento económico de las mujeres, hombres jóvenes indígenas y desarrollar la capacidad de las mujeres y hombres para distinguir opciones, tomar decisiones para así lograr una igualdad de género."
"125","Programa Recuperación Cobertura Vegetal","Con técnicas específicas restauran áreas afectadas o en proceso de degradación natural para proteger áreas de interés hídrico","Desde el 2005 el PRCV realiza esfuerzos para implementar las mejores estrategias de restauración en áreas afectadas o en proceso de degradación natural, a través de técnicas acordes con las condiciones ecológicas del medio, cuenta con dos grandes líneas de acción, que engloban un sin número de actividades, donde la participación activa y constante de los actores públicos y privados y de los beneficiarios locales de comunidades aseguran el éxito y la permanencia a largo plazo de los beneficios hídricos de las intervenciones"
"319","Programa WARMI-Preneur","El proyecto combina empoderamiento, capacitación y tecnología para ayudar a las mujeres indígenas a desarrollar habilidades empresariales. Se les proporciona orientación financiera y de uso de la tecnología, conocimientos sobre como aprovechar las oportunidades de mercado con la mejor estrategia de marca que se adapte a su identidad cultural.","El modelo de empoderamiento económico WARMI-Preneur busca el avance económico de las mujeres y el desarrollo de su poder y agencia para lograr beneficios financieros, así como para crear valor social para su comunidad. El proyecto combina empoderamiento, gestión, capacitación y tecnología para ayudar a las mujeres indígenas a desarrollar habilidades empresariales."
"287","Programa completo de desarrollo de software full-stack","Maneja una metodología de aprender haciendo (aprendizaje basado en proyectos) y aprendizaje entre pares, para fomentar una cultura de aprendizaje constructiva, resiliente e innovadora. Además, el plan de estudios intensivo está diseñado en torno al aprendizaje colaborativo, basado en desarrollar habilidades para la resolución de problemas reales.","Es un programa de formación completa. Los primeros tres módulos cubren los fundamentos de programación, incluyendo programación low-level y algoritmos, programación high-level y bases de datos, y el desarrollo de sistemas y redes.
Luego, ofrecen la posibilidad de especialización en una tecnología emergente: Machine Learning, Realidad Aumentada y Realidad Virtual, Low-level y Algoritmos o Desarrollo Web Full-stack.
A lo largo del programa,se incluye la enseñanza de habilidades blandas, incorporando la preparación para entrevistas, hablar en público, trabajar en equipo y más."
"191","Programa de Cambio Climático - PCC","Las soluciones concretas, eficientes y accesibles frente al cambio climático se enfocan en los diferentes grupos poblacionales, especialmente aquellos más vulnerables por su condición socioeconómica; y tienen como eje la ciencia y la tecnología.","Tiene como objetivo fomentar la investigación de las causas y efectos que tiene la variación del clima sobre los componentes físicos, bióticos y socioeconómicos del territorio; así como la implementación de medidas de adaptación y mitigación que permitan a los gobiernos y a la sociedad ser actores activos en la lucha contra el calentamiento global."
"192","Programa de Conservación de la Biodiversidad y Recursos Naturales - PCBRN","El programa abarca un conjunto de actividades y proyectos de investigación, educación, generación de soluciones a nivel local y regional, manejo in situ, monitoreo ecológico y planes de manejo. Se complementa con el  iniciativas que posibilitan el involucramiento de la sociedad civil en problemáticas socio-ambientales tanto urbanas como rurales.","Tiene como objetivo principal involucrar a expertos, instituciones y actores sociales en la ejecución de acciones en favor de los seres vivos y los recursos naturales que son parte fundamental de la ecología terrestre y de un desarrollo sostenible global."
"193","Programa de Energía Renovable y Eficiencia Energética - PEREE","El programa busca generar eficiencia energética a través de la optimización de procesos en el sector industrial y doméstico.","La iniciativa tiene como principal objetivo promover la investigación e implementación de formas alternativas al uso tradicional de combustibles fósiles, tanto en el ámbito empresarial/industrial como en el doméstico."
"267","Programa de Fromación Profesional en Administración de Empresas de Economía Popular y Solidaria Modalidad e-learning","Mejorar las capacidades administrativas de quienes están involucrados en procesos de producción y comercialización asociativa por medio de herramientas digitales y procesos formativos impulsados por la cooperación internacional.","Promover la gestión de un modelo de empresas de Economía Popular y Solidaria fortaleciendo sus procesos socio- organizativo, de producción y comercialización asociativa logrando su sostenibilidad social, económica, ambiental y mejorando las condiciones de vida de sus socios y productores."
"292","Programa de Gestión en Desarrollo Social","La iniciativa se basa en ciclos de conferencias sobre innovación social, emprendimiento y liderazgo tiene un enfoque humanista, orientado al ámbito de la intervención social. Busca proporcionar una visión práctica a través de la experimentación y las herramientas que contribuyen a un mayor ejercicio del liderazgo.","Inspirar a las personas a tomar acción y ejecutar proyectos de impacto social en sus comunidades, además de brindar un espacio que propicie el intercambio de experiencias y la participación activa de los participantes en la esfera pública."
"337","Programa de becas UNACEM Ecuador","La empresa ofrece becas de 150 dólares para los niños de primaria, 300 dólares para de secundaria y 600 dólares para universidad, que busca colaborar en la parte logística como transporte y alimentación. Los beneficiarios deben conseguir un alto rendimiento académico para conservar esta beca que son monitoreadas por autoridades de la comunidad.","El ""Programa de becas UNACEM Ecuador"", contribuye que los niños y jóvenes de las comunidades; indígenas y mujeres en su mayoría, terminen los ciclos de enseñanza primaria y secundaria e incluso acceder a la universidad. El programa de becas se circunscribe a convenios de cooperación con los cabildos de las comunidades de su zona."
"140","Programa socios","Por medio de un acompañamiento personalizado se asesora a la empresa en todo el ciclo de ventas para que estos aumenten sus ingresos y beneficios.","Al convertirse en aliado de TopManage recibe apoyo personalizado en ventas, mercadeo y entrenamiento. Aumente sus ventas, complete sus canales de ventas y disminuya los tiempos de cierre. Nuestro equipo compuesto por un gerente de ventas, representantes de pre y post venta, e ingenieros de sistemas siempre estarán disponibles para brindarle asistencia."
"366","Promoción de Ecoturismo Comunitario en el Recinto Mashpi","En el proyecto se trabajó en cuatro componentes: 1) Se legalizó la organización en la Superintendencia de Economía Popular y Solidaria; 2) Capacitaciones vinculadas al área turística; 3) Se creó la página web www.riomashpi.org, el logo de la organización y material promocional; 4) Construcción de un área de acampada para recibir turistas.","El objetivo principal de la iniciativa era mejorar la calidad de vida de los y las pobladores de Mashpi a través del desarrollo del turismo sostenible de naturaleza."
"219","Prosperidad viral","Con el uso de la ciencia de datos, las plataformas tecnológicas y la capacitación para el desarrollo de capacidades, este proyecto busca potenciar el espíritu empresarial al brindar las herramientas y el conocimiento para hacer que los pequeños negocios sean sostenibles y minimizar los riesgos de fallas.","Prosperidad Viral es un proyecto que propone una solución integral para empoderar a los pequeños y microempresarios que forman parte de los cuatro deciles más bajos de la población."
"270","Proyecto Ecuador - Venezuela creando oportunidades de prosperidad","Dentro de este colectivo analizado se identificarán perfiles con una capacidad de emprender para apoyarlos en su inserción en el mercado.","Se analizará el perfil de personalidad de 800 venezolanos, radicados legalmente en Quito, Guayaquil y Manta, determinando cuáles son sus fortalezas y su línea base, así como un análisis de sus comunidades de acogida."
"272","Proyecto Export - DES","Cuenta con un componente asociativo, a través del cual, mediante herramientas de empaque, calidad, promoción y comunicación; apoyó a 10 iniciativas asociativas, que, a su vez, apoyan a más de 1800 pequeños productores de cacao, café, turismo comunitario, camarones, frutas orgánicas, chips de plátano, madera.","Cofinanciado por la Unión Europea y ejecutado por CORPEI, con la colaboración del Ministerio de Producción, Comercio Exterior, Inversiones y Pesca, el proyecto Export-DES benefició a 138 MIPYMES y 3323 productores ecuatorianos que buscan ampliar sus mercados y llevar lo mejor de Ecuador a la UE y a todo el mundo."
"196","Proyecto Fondo de Inversión","Todos los emprendimientos ganadores presentarán sus productos en las ediciones de Feria de Loja, Feria de Navidad, Feria del Jean, Ruedas de Negocio y Tiendas Feria de Loja; además recibirán acompañamiento y formación continua por parte de la CFL; siendo un trabajo de co-construcción con la ciudadanía","El objetivo del proyecto es apoyar a la generación de empleo formal en el sur del Ecuador con énfasis en el sector rural, a través del desarrollo de emprendimientos que requieran reactivación y crecimiento en etapa PostCovid, mediante la capacitación, acompañamiento, acceso a mercados y financiamiento con capital semilla."
"273","Proyecto Huella de Carbono Organizacional - Empresas altamente competitivas","Su propósito es apoyar a la reactivación económica del Ecuador y, al mismo tiempo, fortalecer la competitividad de las empresas. La medición de huella de carbono dota de herramientas ambientales como instrumento para la reducción de gases de efecto invernadero con impacto en el cambio climático, que generan un valor agregado a la empresa.","Es una iniciativa cofinanciada, que ofrece asesoría técnica integral para que empresas calculen su huella de carbono y plantear estrategias para mitigarla. El proyecto es el legado de otros cuatro proyectos, liderados por CORPEI junto con organismos nacionales e internacionales, que fortalecieron la competitividad y procesos de los principales productos de exportación del Ecuador."
"22","Proyecto Nacional de Innovación Tecnológica Participativa y Productividad Agrícola (PITPPA)","Desarrollar procesos de innovación tecnológica para mejorar los rendimientos agros productivos. Fortalecer la producción rural y la agricultura familiar campesina, de pequeños y medianos productores.","Tiene objetivo promover la reactivación del agro, a través de la optimización de procesos de asistencia técnica y extensionismo, complementando con dotación de tecnología innovadora, infraestructura y equipamiento tecnológico de punta a fin de mejorar las capacidades productivas tradicionales de los pequeños y medianos productores del sector agropecuario, propendiendo que la población beneficiaria mejore su calidad de vida"
"301","Proyecto TuriCom en alianza con La Dirección de Turismo del Municipio de Riobamba","El proyecto promueve el desarrollo económico y sustentable de la región, trabajando en la implementación de un turismo comunitario más sostenible, por medio de capacitaciones, generación de actividades y la replica del modelo de gestión basado en el proceso de certificación.","La iniciativa contribuye al desarrollo local integrado de las comunidades que buscan alternativas sostenibles para el futuro. Donde las propias comunidades a través de la capacitación mejoran sus productos turísticos y organización. El proyecto gira en favor de las comunidades indígenas de Ecuador, Perú y Colombia con más de 1000 familias beneficiadas."
"306","Proyecto Yachakuna","El proyecto Yachakuna combina un plan de formación digital creativo e innovador, dirigido a docentes considerando su contexto y necesidades, que facilite el acceso a nuevas oportunidades de formación, en diversos formatos (híbrido y/o virtual). Contribuyendo a la profesionalización digital mediante el desarrollo de competencias, habilidades y al cierre de brechas digitales.","“Yachakuna”, que significa aprender. Es un proyecto impulsado a través de la cooperación interinstitucional de la Universidad Regional Amazónica Ikiam con la Coordinación Zonal 2 del Ministerio de Educación, que busca aportar al fortalecimiento de las competencias de los y las docentes en temas varios como: liderazgo, creatividad, innovación, emprendimiento. Y,  al acceso de oportunidades de formación virtual que habilite el uso y desarrollo de recursos pedagógicos digitales en comunidades educativas de la Amazonía."
"88","Proyecto de Innovación Socio Ambiental PISA","Design thinking aplicado a la innovación social para la innovación social impulsando a los estudiantes.","PISA es una clase que aplica design thinking para la innovación social impulsando a los estudiantes a usar conjuntos de herramientas y cultivar habilidades para resolver desafíos sociales y ambientales reales. Innova en metodología de enseñanza utilizando la co-enseñanza y la transdisciplinariedad para preparar a los estudiantes para los desafíos"
"242","Proyecto: Mujeres, Dignidad y Trabajo","Desarrollo de una APP con información sobre los derechos laborales y económicos de las trabajadoras remuneradas del hogar, así como acerca de los mecanismos para exigir el su cumplimiento. Esta herramienta se desarrolló en alianza con la empresa Thougworks. El contenido está basado en las normativas vigentes para noviembre del 2019.","Es un proyecto que busca beneficiar a 225 trabajadoras remuneradas del hogar en Guayas, Pichincha, Esmeraldas, Imbabura, Ibarra, Cañar y Carchi. Entre algunas de sus acciones estratégicas en marcha están: la constitución y fortalecimiento de la Mesa Interinstitucional de apoyo, el despliegue de estudios y evidencia para fortalecer el marco legal y las políticas públicas para la defensa de los derechos de las mujeres trabajadoras del hogar, el fortalecimiento de la Unión Nacional de Trabajadoras Remuneradas del Hogar (UNTHA) a través capacitaciones y el desarrollo de campañas comunicacionales."
"211","Quinoa Fit","Utilización de un superalimento como la base de snacks libres de gluten, endulzados con Stevia, sin transgénicos, conservantes, ni colorantes; para contribuir al desarrollo industrial de Loja y a la promoción de un estilo de vida saludable.","La iniciativa se centra en actividades que tiene como objetivo la fabricación y comercialización de productos comestibles en forma de snacks de alta calidad nutricional con consciencia social."
"53","REDAM","Para lograr el pleno derecho de participación y acceso a la información, se trabaja en tres líneas de acción, Investigación (identifica problemáticas del accedo de info), Capacitación(genera habilidades para tratamiento de datos y derecho de participación), Incidencia (procesos de legislación y políticas públicas).","La REDAM es una Red de Innovación reconocida por la Secretaría Nacional de Educación Superior, Ciencia y Tecnología (SENESCYT) que cuenta entre sus miembros a Datalat, MedialabUIO, Urbamapp, Creative Commons Ecuador, Tinkulab, CIIACTUA, Fundación Ciudadanía y Desarrollo, Fundación Futuro Latinoamericano, Escuela Politécnica Nacional, Universidad Central del Ecuador, RICHSL, y un grupo de profesionales adheridos a título personal"
"194","RETO DIGITAL DINERS","Las iniciativas que identifiquen su impacto en los ámbitos social y ambiental tendrán una mayor valoración y adicionalmente deben alinearse con la estrategia de negocios de Diners Club.","El Reto Digital es una iniciativa de Diners Club Ecuador en alianza con IMPAQTO, que busca soluciones digitales disruptivas en el mercado que estén enfocadas en fomentar el desarrollo de la tecnología en el comercio electrónico y los emprendimientos de E-commerce."
"291","Radar Tech Startup","La herramienta agrupa a los emprendimientos por segmentos, permitiendo observar las relaciones que se establecen entre ellos. 
La herramienta impulsa a no ver estos segmentos de manera aislada, sino como piezas clave que interactúan entre ellas para fortalecer un ecosistema en crecimiento, abriendo camino a la exploración,","Es una herramienta que posibilita evidenciar la evolución del ecosistema de emprendimiento tecnológico de manera periódica. Por ello, convoca a emprendedores, inversionistas y corporativos.
La información se actualiza sumando a los nuevos emprendimientos o eliminando a otros debido a que están en stand by hasta nueva orden o dejaron de existir."
"57","Red Universitaria de Estudios Urbanos de Ecuador (CIVITIC)","Por medio de congreos, semniarios, conversatorios, conferencias, habre espacios de diálogo, susitando articulaciones institucionales para fomentar estudios comparativos sobre temas clave de las ciudades ecuatorianas","CIVITIC es la Red Universitaria de Estudios Urbanos de Ecuador, creada a partir del evento Hábitat 3 Alternativo, realizado en Quito en octubre de 2016, que convocó a un grupo de especialistas en el ámbito urbano, quienes vieron la necesidad de crear, coordinar y articular espacios alternativos de diálogo antes, durante y después del Hábitat III Oficial. En este marco, CIVITIC se ha propuesto debatir, reflexionar e investigar sobre cuestiones urbanas en Ecuador, desde una perspectiva inter/transdiciplinaria (arquitectura, sociología, política, antropología, economía, entre otras) y comparativa."
"56","Red Universitaria de Estudios Urbanos de Ecuador (CIVITIC)","Por medio de congreos, semniarios, conversatorios, conferencias, habre espacios de diálogo, susitando articulaciones institucionales para fomentar estudios comparativos sobre temas clave de las ciudades ecuatorianas","CIVITIC es la Red Universitaria de Estudios Urbanos de Ecuador, creada a partir del evento Hábitat 3 Alternativo, realizado en Quito en octubre de 2016, que convocó a un grupo de especialistas en el ámbito urbano, quienes vieron la necesidad de crear, coordinar y articular espacios alternativos de diálogo antes, durante y después del Hábitat III Oficial. En este marco, CIVITIC se ha propuesto debatir, reflexionar e investigar sobre cuestiones urbanas en Ecuador, desde una perspectiva inter/transdiciplinaria (arquitectura, sociología, política, antropología, economía, entre otras) y comparativa."
"300","Reinventa Ecuador","El proyecto busca la construcción y co-creación de iniciativas productivas articuladas en ecosistemas sectoriales, en tres etapas: recepción de propuestas a los desafios del emprendimiento y la innovación; trabajo de cada ecosistema para facilitar la ejecución de las propuestas; y poner en marcha la estrategia de reactivación económica del país.","La iniciativa nace como resultado del impacto traído por la pandemia de COVID-19, que afecto el país com grandes pérdidas sociales y económicas. Tiene como objetivo la unión de diversos actores de la sociedad civil para la reactivación del país, buscando mejorar la economía, la calidad de vida y reinventar al Ecuador. Al impulsar los ecosistemas sectoriales, será generado más de 5 mil millones de dólares, lo que va a apoyar el desarrollo y la economía del país."
"199","Reinventa Ecuador","Se centra en la construcción y co-creación de iniciativas productivas articuladas en Ecosistemas Sectoriales, cuyos actores interactúan, participan en el impulso de cadenas de valor, potencian el emprendimiento y la innovación, y propician el desarrollo del país.","Es una iniciativa ciudadana orientada a mejorar la economía y la calidad de vida en el Ecuador, con un impacto sostenible y a gran escala. En el contexto del COVID 19, se constituye como una oportunidad de interacción y trabajo colaborativo para reactivar la producción y el empleo, con emprendimiento e innovación."
"261","Relaciones entre Organizaciones indígenas","Incluir dentro de las estrategias espacios de capacitación, realizar veedurías y elaborar estudios e investigaciones para difundir información sobre derechos colectivos indígenas, derechos de la naturaleza y el Sumak Kawsay","Fortalecer los procesos de autodeterminación y gobernanza de los pueblos y las nacionalidades indígenas amazónicos en el marco del Buen Vivir, el respeto de los derechos colectivos y la defensa de los derechos de la naturaleza."
"85","Remoción de contaminantes emergentes usando residuos agroindustriales dentro de procesos de filtración como alternativa de saneamiento","Acción comunitaria por un bien común, Se desarrollarán técnicas y tecnologías que permitan maximizar el aprovechamiento de materiales de desecho","El objetivo es evaluar la eliminación de contaminantes emergentes (CE) usando residuos agroindustriales y materiales avanzados. Se realizará la caracterización físico-química e hidráulica de los residuos y se determinarán las condiciones de filtración que permitan una óptima remoción de los CE. Se desarrollarán técnicas y tecnologías que permitan maximizar el aprovechamiento de materiales de desecho, mismos que reducirían costos constructivos"
"265","Reto ""Construye ciudad, tu voz, tu idea, tu propuesta""","Los jóvenes deben identificar una situación poco favorable o una necesidad cotidiana de su ciudad o territorio y proponer una solución a este problema, la propuesta presentada debe estar alineada a los Objetivos de Desarrollo Sostenible.","Tiene el objetivo de sensibilizar a los jóvenes sobre su deber ciudadano en el mejoramiento de su entorno y promover una cultura de responsabilidad y de acción frente a los retos que las ciudades enfrentan en la actualidad."
"202","SANSECO","Garantizar seguridad alimentaria e ingresos mediante el trabajo con organizaciones campesinas del ecosistema bosque seco participando de cadenas de valor en torno a la producción y comercialización de productos no maderables de este ecosistema.","Heifer Ecuador, mediante su programa SANSECO, contribuye a consolidar un sistema económico social, solidario equitativo, incluyente y sostenible en la zona del bosque seco, principalmente en las provincias de Santa Elena y Manabí."
"11","SEED","Realiza un proceso de incubación de empresas mediante prácticas tutoradas, seguimiento luego del programa, facilitando una red de contactos y opciones de capital semilla","Programa de incubación de empresas, dedicado a fortalecer emprendimientos en su fase de formación"
"133","STARTUP MENTORING","Por medio de asesorías personalizadas fortalece las habilidades de crecimiento de emprendimientos","""Asesorías personalizadas para emprendimientos crecientes
 Programa de mentorías y citas de asesoría personalizadas para fortalecer habilidades de crecimiento en emprendimientos y PYMES como: Ideación de empresas, Modelo de negocio, Creación y posicionamiento de marca, Marketing digital y de crecimiento, Finanzas y rentabilidad, UX y Gamification en plataformas interactivas, entre otras."""
"317","Salvemos las Islas Galápagos: Empoderar a su gente","La metodología #EnMarchaDigital, es desarrollada en 3 fases: ayuda de emergencia para apoyar económicamente a la población a través de actividades de conservación de las zonas protegidas; capacitaciones sobre buenas prácticas ambientales en su negocio; mejorar o crear ideas para fortalecer las capacidades empresariales en la comunidad.","Esta iniciativa es promovida por el PNUD junto al Consejo de Gobierno de Galápagos, la Universidad San Francisco de Quito y la ONG local Frente Insular de la Reserva Marina de Galápagos, cuyo objetivo es apoyar la recuperación económica de los habitantes de las Islas Galápagos y proteger la biodiversidad, a través de oportunidades de empleo, actividades de formación y puesta en marcha de proyectos de desarrollo sostenible."
"38","School Fab Lab","Potencia la educación en el país , es un acercamiento de los estudiantes con las escuelas y colegios para que pierdan la idea de que las ciencias, la ingeniería o las matemáticas son difíciles o abstractas y que, de una manera divertida, puedan aprender de forma vivencial.","La idea de un Fab Lab (laboratorio de fabricación) nació en el MIT (Massachusetts Institute of Technology). Un School Fab Lab es un laboratorio adaptado para vincular a los estudiantes y profesores con la tecnología del siglo XXI. El School Fab Lab es fruto de una alianza e inversión conjunta entre la empresa Schlumberger y la USFQ. Es un laboratorio único para impulsar la creatividad, el emprendimiento y la produccción de tecnología local."
"99","Semgroup Media-Lab","Se apoyan emprendimientos que generan sinergia con el Ecosistema para proyectarlos, consolidarlos y posicionarlos en el mercado.","Unidad de negocios de espacios y contenidos. Somos un ecosistema de innovación con espacios colaborativos para el desarrollo de negocios exitosos. Certificados como Gestores de Innovación: Incubadora y Aceleradora"
"126","Semillas ancestrales","Por medio de un libro con recetas y guía sobre el cultivo de semillas ansestrales busca rescatar 10 especies de vegetales-semillas ancestrales en peligro de extinción","""La Red de Guardianes de Semillas tiene como una de sus labores más importantes el rescate de semillas ancestrales en peligro. Junto con más de 48 chefs, restaurantes y emprendimientos gastronómicos hemos desarrollado esta guía de cocina y cultivo de Semillas Ancestrales.
 Está pensada para que puedas explorar la siembra de estas especies y sorprenderte de las nuevas propuestas gastronómicas que pueden surgir con plantas originarias de Ecuador y América."""
"258","Sistema Agroproductivo Tradicional Amazónico Chakra","Asegurar la continuidad de los procesos productivos, a través del manejo y fortalecimiento de la agrodiversidad y la creación de valor agregado local a los productos de la chakra amazónica.","Reactivación económica del Cantón Arajuno post-COVID basado en la consolidación del Sistema Agroproductivo Tradicional Amazónico Chakra y la creación de valor agregado local e integración al mercado de sus productos"
"345","Sistema de Información de Monitoreo Interactivo de los Objetivos de Desarrollo Sostenible de la Provincia Bolívar (SIMI-BOLÍVAR)","La plataforma SIMI-BOLÍVAR, que recopila, procesa y analiza la información en relación con los ODS desde una mirada amplia de la situación de la provincia. En este espacio se establecen 17 retos, así como el análisis histórica de la sociedad, a fin de proyectar tendencias en función de las metas alcanzadas en torno a los ODS.","Este trabajo se desarrolla como parte del Proyecto: Fortalecimiento de las Organizaciones de la Sociedad Civil Bolivarense para la incidencia pública, el ejercicio de su ciudadanía en democracia, la exigibilidad de los derechos y el acceso a la igualdad de oportunidades, en el marco del avance en la consecución de los ODS."
"328","Sistema de Protección Integral de la Niñez y Adolescencia (SPINA) en San Lorenzo, Manta, Lago Agrio y Tulcán","La iniciativa provee a cada provincia un equipo de tres técnicos en las áreas de psicología, jurídica y trabajo social quienes junto a la coordinación nacional ejecuta talleres en cuanto a ““Normas Mínimas de Protección a la Infancia en la acción humanitaria” y “Violencia Basada en Género y Trata de personas en contextos de movilidad humana”.","Este proyecto surgió tras la emergencia frente al creciente fenómeno migratorio de personas venezolanas que está viviendo la región, y las situaciones de vulneración de derechos de NNA que el mismo acarrea, y tiene como objetivo fortalecer el Sistema de Protección Integral de Niñez y Adolescencia de las localidades de intervención y brindar acompañamiento a niños, niñas y adolescentes con el fin de precautelar sus derechos y evitar situaciones como discriminación, violencia basada en género, trata y tráfico de personas, etc."
"176","St. Santino","Con materias primas naturales y orgánicas sin químicos tóxicos hacen productos desinfectantes para limpiar, mantener y brindar la salud e higiene de manera amigable con el medio ambiente y con la salud.","DESINFECCIÓN SIN INTOXICACIÓN 100% Orgánicos No Cancerígenos St. Santino utiliza materias primas derivadas de fuentes renovables de vegetales, Aceites esenciales de Flores, Plantas, Frutas ."
"225","StartLabs","Su uso está destinado para las diferentes carreras de la Universidad, aliados y personas externas para que se fomente el trabajo colaborativo y la innovación. Es un espacio colaborativo que promueve la innovación, investigación aplicada y el desarrollo de nuevas tecnologías a favor de los diferentes sectores sociales e iniciativas.","Es un centro de prototipado y fabricación rápida para la creación de productos y servicios de alta calidad que cumplen con los requerimientos de mercado. Cuenta con 5 áreas (Creativa, Control de calidad, Planta piloto de producción, Área de producción industrial de pieza y ensamblaje, Área de diseño y empaquetado), en las que los usuarios puedan desarrollar sus prototipos, modelar, fabricar y analizar productos digitales (impresión 3d, corte laser, CNC) y biotecnológicos (cosméticos, alimentos, bebidas, etc.). Además, se busca fortalecer la población vulnerable del sector a través de la reactivación económica."
"71","StartUp Grind Guayaquil","Mediante una plataforma diseñada para inspirar, educar y conectar emprendedores, organizan eventos que sirven de referencia para sus propias iniciativas","Startup Grind es una comunidad diseñada para Inspirar, Educar y Conectar a emprendedores alrededor del mundo, powered by Google for Entrepreneurs que sirven de referencia para sus propias iniciativas."
"49","TRANSFORMACIÓN DE CONFLICTOS SOCIOAMBIENTALES","Promueve diálogo colaborativo entre múltiples actores y sectores para que puedan encontrar soluciones alternativas a sus necesidades. Por medio de cursos y asistencia técnica ayudan a resolver conflictos socioambientales entre actores","Las instituciones públicas y privadas en América Latina muchas veces enfrentan relaciones de confrontación entre la diversidad de actores, y éstas pueden derivar en conflictos, choque de posiciones y hasta violencia. En este contexto, FFLA ofrece cursos para fortalecer las capacidades de actores públicos y privados para impulsar el dialogo, y también brinda asistencia técnica en la facilitación de procesos colaborativos"
"37","Talleres","Talleres que generan conocimiento compartido para desarrollar habilidades de adaptación a nuevas tecnologías","Tres talleres, el primero ZOI en 3D para escanear e imprimir en 3D, Corte CNC para convertir ideas en productos a partir del corte CNC, para fabricación de prototipos, línea de muebles, juguetes, entre otros. Talleres niños enfocado en la enseñanza para niños que se encuentran en niveles básicos de estudios para por medio de tecnología impulsar el desarrollo académico de los estudiantes."
"152","Talleres y capacitaciones","Por medio de talleres y eventos gratuitos los emprendedores obtienen asesorias que les permite implementar una empresa y poner en marcha sus negocios","Talleres, capacitaciones, aasesorías y espacios de coworking gratuitos para como implementar una empresa y poner en marcha un negocio que les permite implementar una empresa"
"130","Teebot","Mediante el sistema Teedbot, un robot enseña programación y bases de robótica a niños de 4 a 12 años motivandolos a estudiar ingeniería robótica","Robot educativo creado en Ecuador con el objetivo de enseñar programación y robótica a los niños y niñas, mientras se divierten jugando y aprendiendo ."
"359","Tiinkias","El proyecto tiene como objetivo brindar protección a la vida salvaje e implementar un modelo de desarrollo verde a partir de la creación de la Reserva Wankanim","El Centro ecoturístico TIINKIAS abrió sus puertas en el 2010 y representa una aventura a través de la selva tropical virgen y una profunda experiencia de la cultura Achuar. TIINKIAS comenzó a gestarse cuando los líderes de seis comunidades achuar decidieron crear una “reserva para la vida salvaje” alrededor de su laguna de aguas negras, rica en nutrias gigantes (“tiinkias” en lengua achuar) que habitan en sus márgenes."
"281","Tikitá","Tikitá -diseño para crecer- es un estudio de interiorismo dedicado exclusivamente a proyectos infantiles. Se basa en la importancia de los espacios para el desarrollo de los niños y busca despertar, a través de proyectos, la alegría, la curiosidad, la creatividad, la calidez y la autoconfianza en los más pequeños.","Tikitá  es un estudio de interiorismo para proyoectos infantiles. Propone nuevos puntos de vista inspirados en metodologías alternativas de crianza que priorizan el movimiento libre desde el nacimiento. Todo exclusivo. Todo simple, práctico y con un diseño moderno."
"293","Tinkulab","Espacio de construcción colaborativa para la co-creación de políticas públicas y emprendimientos de impacto social, en ecosistemas de innovación abierta. La metodología de trabajo consta de una serie de herramientas, talleres y eventos, que le permiten a la comunidad participar activamente en la construcción de ciudades más justas e inclusivas.","Tinkulab es un laboratorio cívico que desea impulsar un modelo de sociedad civil organizada en conjunto con la academia, el Estado, los sectores productivos, los migrantes y en general los habitantes de la ciudades. Así, los participantes de TinkuLab se deben reconocer como actores políticos sociales y participarán activamente apropiándose de la innovación abierta y colaborativa de sus comunidades. La co-creación y validación de las soluciones a problemas que los aquejan y a la vez los inspiran permite que se conforme un ecosistema de exploración, observación, e investigación que posibilita de manera permanente la innovación social."
"251","Todxs los lugares, todxs las personas","Gracias a este proyecto, Diálogo Diverso abrió sus puertas en Manta y Guayaquil, para, de esta manera, ampliar los servicios que ofrecemos a más personas LGBTIQ+ en situación de movilidad humana.","CARE Ecuador, Fundación Alas de Colibrí y Diálogo Diverso ejecutan el proyecto “Respuesta de protección multisectorial para poblaciones vulnerables en Ecuador afectadas por crisis humanitaria”, con fondos donados por la Oficina de Población, Refugiados y Migración (PRM, por sus siglas en inglés). El proyecto promueve la equidad de género y fortalece la resiliencia de personas en situación de movilidad humana."
"16","Toma de desiciones Inteligentes","Mediante el uso de herramientas como el machine learning, data insights, data strategy, ayudan a aprovechar los recursos de datos de la empresa para una mejor toma de decisiones en tiempo real, identificación de riesgos y oportunidades de unnovación","Te ayudamos a aprovechar los recursos de tus datos, creando la infraestructura, cultura de datos y ecosistemas tecnológicos necesarios para desbloquear nuevas fuentes de valor, nuevos productos y una mejor toma de decisiones en tiempo real. Seremos tus partners en la ampliación de oportunidades de innovación e identificación de riesgos, utilizando nuestra experiencia en estrategia de datos, inteligencia artificial y machine learning, combinado con más de 25 años de excelencia en ingeniería de software."
